Wavelength,Albedo
0.3584010891,0.34578483
0.3588789572,0.34484625
0.3593574625,0.34369477
0.3598366058,0.34272115
0.3603163879,0.34203739
0.3607968098,0.34143084
0.3612778722,0.34101904
0.361759576,0.34095145
0.3622419221,0.34101056
0.3627249114,0.34104265
0.3632085446,0.34085239
0.3636928226,0.34053039
0.3641777464,0.34011899
0.3646633167,0.33963823
0.3651495345,0.33912762
0.3656364005,0.33862219
0.3661239157,0.33810197
0.366612081,0.33756985
0.3671008971,0.3370296
0.3675903649,0.33647415
0.3680804854,0.33590666
0.3685712594,0.33532343
0.3690626877,0.33477259
0.3695547713,0.33423032
0.370047511,0.333681
0.3705409077,0.33312617
0.3710349622,0.332571
0.3715296755,0.33201456
0.3720250484,0.33146476
0.3725210818,0.33091143
0.3730177766,0.33035093
0.3735151336,0.32977931
0.3740131538,0.32922109
0.374511838,0.32865978
0.3750111871,0.32809073
0.3755112021,0.32751861
0.3760118837,0.32694985
0.3765132328,0.32632299
0.3770152505,0.3257371
0.3775179375,0.3250698
0.3780212947,0.32433451
0.3785253231,0.32354845
0.3790300236,0.32272298
0.3795353969,0.32193242
0.3800414441,0.32123068
0.380548166,0.32067488
0.3810555636,0.32028283
0.3815636377,0.32003655
0.3820723892,0.31983312
0.382581819,0.31959797
0.3830919281,0.31929244
0.3836027174,0.31892334
0.3841141877,0.31851361
0.3846263399,0.31806333
0.385139175,0.3175891
0.3856526939,0.317096
0.3861668975,0.3165959
0.3866817867,0.31608767
0.3871973624,0.31557998
0.3877136256,0.31507877
0.3882305771,0.31457351
0.3887482179,0.31407154
0.3892665488,0.31357135
0.3897855709,0.31307417
0.390305285,0.31258175
0.390825692,0.31209219
0.3913467929,0.31160065
0.3918685887,0.31111196
0.3923910801,0.31061978
0.3929142682,0.31012744
0.3934381539,0.30963087
0.3939627381,0.30913182
0.3944880218,0.30862861
0.3950140058,0.30812401
0.3955406911,0.30764408
0.3960680787,0.307168
0.3965961695,0.30665295
0.3971249644,0.30584465
0.3976544644,0.3056267
0.3981846703,0.30521267
0.3987155832,0.30467774
0.399247204,0.30423181
0.3997795336,0.30375441
0.400312573,0.30334105
0.4008463231,0.30292375
0.4013807848,0.30251414
0.4019159592,0.30208591
0.4024518471,0.3016863
0.4029884496,0.30126965
0.4035257675,0.30084758
0.4040638019,0.30042868
0.4046025536,0.30001392
0.4051420237,0.29959563
0.4056822131,0.29917279
0.4062231227,0.29874462
0.4067647535,0.29831606
0.4073071065,0.29788355
0.4078501827,0.29744641
0.4083939829,0.29700924
0.4089385082,0.29657609
0.4094837596,0.29614905
0.4100297379,0.2957227
0.4105764442,0.29529946
0.4111238795,0.29488474
0.4116720447,0.2944804
0.4122209407,0.29407536
0.4127705686,0.29366769
0.4133209294,0.29326073
0.413872024,0.29285172
0.4144238533,0.29242904
0.4149764185,0.29199839
0.4155297204,0.29157762
0.41608376,0.29114962
0.4166385383,0.29064195
0.4171940564,0.29031872
0.4177503151,0.28989125
0.4183073156,0.28950502
0.4188650586,0.28910141
0.4194235454,0.28871886
0.4199827768,0.28833421
0.4205427538,0.28792948
0.4211034775,0.28752566
0.4216649488,0.28711353
0.4222271687,0.28669382
0.4227901383,0.28626988
0.4233538585,0.28584775
0.4239183303,0.28542549
0.4244835547,0.28500678
0.4250495328,0.28458691
0.4256162655,0.28419923
0.4261837539,0.28379893
0.4267519989,0.28343828
0.4273210015,0.28307897
0.4278907629,0.2827214
0.4284612839,0.28234604
0.4290325656,0.28197133
0.429604609,0.28160129
0.4301774152,0.28121184
0.430750985,0.28081567
0.4313253197,0.28040966
0.4319004201,0.28000128
0.4324762873,0.27960026
0.4330529224,0.27920885
0.4336303263,0.27883344
0.4342085001,0.2784665
0.4347874447,0.27810419
0.4353671613,0.27774314
0.4359476509,0.27737715
0.4365289144,0.27699728
0.437110953,0.27660436
0.4376937676,0.27618829
0.4382773592,0.27575919
0.4388617291,0.27530265
0.439446878,0.27485011
0.4400328072,0.27436511
0.4406195176,0.2739152
0.4412070103,0.27334921
0.4417952863,0.27279168
0.4423843467,0.2722583
0.4429741925,0.27129057
0.4435648247,0.27171378
0.4441562445,0.27101255
0.4447484528,0.27074906
0.4453414508,0.27059039
0.4459352394,0.27018537
0.4465298197,0.26995
0.4471251928,0.26969548
0.4477213597,0.26948368
0.4483183215,0.26923114
0.4489160793,0.26894643
0.4495146341,0.26858502
0.4501139869,0.26822832
0.4507141389,0.26788374
0.4513150911,0.26754694
0.4519168445,0.26721265
0.4525194003,0.26686484
0.4531227595,0.26655556
0.4537269232,0.26625642
0.4543318924,0.26589404
0.4549376683,0.26554088
0.4555442518,0.26512137
0.4561516442,0.26468439
0.4567598464,0.26421523
0.4573688595,0.26374926
0.4579786846,0.26327492
0.4585893229,0.26278826
0.4592007753,0.2623022
0.459813043,0.26183755
0.4604261271,0.26140075
0.4610400286,0.26099488
0.4616547486,0.26064868
0.4622702883,0.26035836
0.4628866487,0.26011423
0.4635038309,0.25989287
0.464121836,0.25966696
0.4647406651,0.25942694
0.4653603193,0.25917455
0.4659807997,0.25888231
0.4666021075,0.25852346
0.4672242436,0.25808145
0.4678472093,0.25765353
0.4684710056,0.25710388
0.4690956336,0.25661869
0.4697210944,0.2559764
0.4703473892,0.25564333
0.4709745191,0.25513395
0.4716024851,0.25478271
0.4722312884,0.25425652
0.4728609301,0.25370866
0.4734914113,0.25325393
0.4741227332,0.25270714
0.4747548969,0.25205034
0.4753879034,0.25117206
0.4760217539,0.25007037
0.4766564496,0.24904344
0.4772919915,0.2484966
0.4779283809,0.24827828
0.4785656187,0.24819628
0.4792037062,0.24815308
0.4798426445,0.24808078
0.4804824347,0.24798251
0.4811230779,0.2478368
0.4817645754,0.24766815
0.4824069281,0.24749793
0.4830501374,0.24733872
0.4836942042,0.24722522
0.4843391298,0.24704615
0.4849849153,0.24672654
0.4856315619,0.24665073
0.4862790706,0.24657419
0.4869274427,0.24620942
0.4875766793,0.24602874
0.4882267815,0.2457471
0.4888777506,0.24530291
0.4895295876,0.24487508
0.4901822937,0.24456976
0.4908358701,0.24415165
0.4914903179,0.24381977
0.4921456383,0.24349156
0.4928018325,0.24318117
0.4934589016,0.2429111
0.4941168468,0.24262511
0.4947756693,0.24233974
0.4954353702,0.24200205
0.4960959507,0.24160367
0.496757412,0.24115317
0.4974197552,0.24065441
0.4980829815,0.2401091
0.4987470922,0.23952895
0.4994120883,0.23890973
0.5000779711,0.23820117
0.5007447417,0.2374741
0.5014124013,0.23663084
0.5020809512,0.23578108
0.5027503925,0.23452062
0.5034207263,0.23237617
0.504091954,0.2311872
0.5047640766,0.23300633
0.5054370954,0.23301571
0.5061110115,0.23205701
0.5067858262,0.23144099
0.5074615406,0.23197512
0.508138156,0.23221039
0.5088156735,0.23232598
0.5094940944,0.23195116
0.5101734199,0.23230717
0.5108536511,0.23259905
0.5115347893,0.23255683
0.5122168357,0.23231564
0.5128997915,0.23213378
0.5135836579,0.23190543
0.5142684361,0.2316176
0.5149541273,0.23132076
0.5156407328,0.23104801
0.5163282538,0.23078728
0.5170166915,0.23053296
0.5177060471,0.23028979
0.5183963218,0.2300606
0.5190875169,0.22982188
0.5197796336,0.22957965
0.5204726731,0.22930352
0.5211666367,0.22898988
0.5218615255,0.22864088
0.5225573409,0.22823844
0.523254084,0.22774911
0.5239517561,0.22711799
0.5246503584,0.22669161
0.5253498923,0.22626527
0.5260503588,0.22584892
0.5267517593,0.22517887
0.5274540949,0.22471215
0.5281573671,0.22420489
0.5288615769,0.22362049
0.5295667257,0.22309377
0.5302728146,0.22264668
0.530979845,0.22224673
0.5316878182,0.22186537
0.5323967353,0.22155806
0.5331065976,0.22133076
0.5338174064,0.22115637
0.5345291629,0.22107811
0.5352418685,0.22104435
0.5359555243,0.22101138
0.5366701317,0.22094928
0.5373856918,0.22084188
0.5381022061,0.22067376
0.5388196757,0.2203856
0.5395381019,0.22002457
0.5402574861,0.21931096
0.5409778294,0.21815362
0.5416991331,0.21796792
0.5424213987,0.21778397
0.5431446272,0.21775267
0.54386882,0.21699303
0.5445939785,0.21702248
0.5453201038,0.21680028
0.5460471972,0.21578333
0.5467752602,0.21586619
0.5475042938,0.21615832
0.5482342996,0.21585454
0.5489652786,0.21558804
0.5496972323,0.21532451
0.550430162,0.21529246
0.5511640689,0.21504086
0.5518989543,0.21487615
0.5526348196,0.21459847
0.553371666,0.21430339
0.5541094949,0.21403757
0.5548483075,0.21371947
0.5555881053,0.21337753
0.5563288894,0.21299964
0.5570706613,0.21256158
0.5578134222,0.2120847
0.5585571734,0.21156479
0.5593019163,0.21102977
0.5600476522,0.21046309
0.5607943824,0.20991647
0.5615421082,0.20938635
0.562290831,0.20880466
0.5630405521,0.20824126
0.5637912729,0.207741
0.5645429946,0.20722786
0.5652957186,0.20669866
0.5660494462,0.2061216
0.5668041788,0.20544902
0.5675599177,0.20449825
0.5683166642,0.20280062
0.5690744198,0.20130938
0.5698331857,0.20054792
0.5705929633,0.20184579
0.5713537539,0.20094752
0.5721155589,0.19904925
0.5728783796,0.19881619
0.5736422175,0.19837888
0.5744070738,0.19761228
0.5751729499,0.19820978
0.5759398471,0.19781429
0.5767077669,0.19792813
0.5774767106,0.19753514
0.5782466796,0.19806846
0.5790176751,0.19807737
0.5797896987,0.19924786
0.5805627516,0.19994348
0.5813368353,0.20079365
0.5821119511,0.20133641
0.5828881003,0.20176901
0.5836652845,0.20209168
0.5844435049,0.20215987
0.5852227629,0.20225808
0.5860030599,0.20166576
0.5867843973,0.20148919
0.5875667765,0.19920998
0.5883501989,0.19567044
0.5891346658,0.19050338
0.5899201787,0.19014209
0.5907067389,0.19525097
0.5914943479,0.19406895
0.592283007,0.18850422
0.5930727177,0.1958344
0.5938634813,0.19585196
0.5946552993,0.18854781
0.595448173,0.19580211
0.5962421039,0.19608791
0.5970370934,0.1921483
0.5978331429,0.1938268
0.5986302537,0.1951836
0.5994284274,0.19539219
0.6002276653,0.1958026
0.6010279689,0.19659829
0.6018293395,0.19636509
0.6026317786,0.19664282
0.6034352876,0.19685804
0.604239868,0.19691882
0.6050455212,0.19701621
0.6058522485,0.19707742
0.6066600515,0.19724986
0.6074689316,0.19741326
0.6082788902,0.19760345
0.6090899287,0.19780708
0.6099020486,0.19799071
0.6107152513,0.19818793
0.6115295383,0.19839634
0.6123449111,0.19859337
0.6131613709,0.19876993
0.6139789194,0.19892826
0.614797558,0.1990419
0.6156172881,0.19913368
0.6164381111,0.19918562
0.6172600286,0.19921716
0.618083042,0.19925365
0.6189071527,0.1992703
0.6197323622,0.19925318
0.6205586721,0.19918597
0.6213860836,0.19905808
0.6222145984,0.19890855
0.6230442179,0.19876164
0.6238749435,0.1985681
0.6247067767,0.19833525
0.6255397191,0.19812004
0.6263737721,0.19752226
0.6272089371,0.19679825
0.6280452157,0.18282848
0.6288826093,0.19291046
0.6297211194,0.19093876
0.6305607476,0.19357974
0.6314014953,0.19561302
0.6322433639,0.19543781
0.6330863551,0.19737865
0.6339304702,0.19845342
0.6347757108,0.19859616
0.6356220785,0.19942755
0.6364695746,0.19991321
0.6373182007,0.19988951
0.6381679583,0.20057651
0.6390188489,0.20086068
0.639870874,0.20117985
0.6407240352,0.20135261
0.6415783339,0.20175791
0.6424337717,0.20183423
0.64329035,0.20180227
0.6441480705,0.20200547
0.6450069346,0.20181733
0.6458669438,0.19908166
0.6467280998,0.19742297
0.6475904039,0.19281809
0.6484538578,0.1938452
0.6493184629,0.1965704
0.6501842209,0.20035783
0.6510511332,0.20036276
0.6519192013,0.19414614
0.6527884269,0.20176465
0.6536588115,0.19972671
0.6545303566,0.19935192
0.6554030637,0.19881575
0.6562769345,0.19796886
0.6571519704,0.20008554
0.658028173,0.20196094
0.6589055439,0.20202484
0.6597840846,0.20247063
0.6606637968,0.20367978
0.6615446818,0.20380859
0.6624267414,0.20413158
0.6633099771,0.20401478
0.6641943904,0.20397433
0.6650799829,0.20438034
0.6659667562,0.20447245
0.6668547119,0.2047522
0.6677438515,0.20487506
0.6686341766,0.20494631
0.6695256888,0.20512085
0.6704183898,0.2052246
0.671312281,0.20530435
0.672207364,0.20536608
0.6731036405,0.20544644
0.674001112,0.20552741
0.6748997801,0.2056208
0.6757996465,0.20567867
0.6767007127,0.2057612
0.6776029803,0.20582381
0.678506451,0.20584436
0.6794111262,0.20593866
0.6803170077,0.20589111
0.6812240971,0.20589305
0.6821323959,0.20590447
0.6830419057,0.20597356
0.6839526283,0.2058538
0.6848645651,0.20606373
0.6857777179,0.20594773
0.6866920882,0.16562166
0.6876076776,0.15168003
0.6885244879,0.17995461
0.6894425205,0.17488286
0.6903617772,0.18136604
0.6912822596,0.18905689
0.6922039692,0.1923121
0.6931269079,0.1925138
0.6940510771,0.1863481
0.6949764785,0.1953073
0.6959031138,0.19420005
0.6968309846,0.20679059
0.6977600926,0.20475019
0.6986904394,0.19924676
0.6996220267,0.19956414
0.700554856,0.19704519
0.7014889292,0.1980891
0.7024242477,0.20145543
0.7033608134,0.20958097
0.7042986278,0.20470306
0.7052376927,0.20310446
0.7061780096,0.20644164
0.7071195803,0.2088596
0.7080624064,0.20837307
0.7090064896,0.21099834
0.7099518316,0.21016527
0.710898434,0.21204925
0.7118462986,0.21343006
0.712795427,0.21269467
0.7137458209,0.21405718
0.714697482,0.21224468
0.715650412,0.21110241
0.7166046125,0.19169645
0.7175600853,0.17367185
0.7185168321,0.17169411
0.7194748546,0.17868105
0.7204341544,0.17051225
0.7213947332,0.20732461
0.7223565929,0.20721586
0.723319735,0.18100831
0.7242841613,0.18405403
0.7252498735,0.18040693
0.7262168734,0.18644299
0.7271851625,0.19464416
0.7281547427,0.19255341
0.7291256157,0.18587759
0.7300977832,0.19807461
0.7310712469,0.19441397
0.7320460086,0.20889815
0.7330220699,0.2148849
0.7339994327,0.22313269
0.7349780986,0.21946338
0.7359580694,0.21729404
0.7369393468,0.21766669
0.7379219326,0.22702772
0.7389058285,0.2276251
0.7398910363,0.23010139
0.7408775577,0.2314652
0.7418653944,0.23582569
0.7428545483,0.23645276
0.743845021,0.2371897
0.7448368144,0.23902695
0.7458299301,0.23896438
0.74682437,0.23951998
0.7478201359,0.24003648
0.7488172294,0.24050265
0.7498156524,0.24087101
0.7508154066,0.24117519
0.7518164938,0.24167104
0.7528189158,0.24203773
0.7538226743,0.24224628
0.7548277712,0.24253246
0.7558342082,0.24268505
0.7568419872,0.24285007
0.7578511098,0.24267579
0.758861578,0.24015171
0.7598733934,0.094549765
0.7608865579,0.060329346
0.7619010734,0.16731543
0.7629169415,0.1049588
0.763934164,0.11466249
0.7649527429,0.14250061
0.7659726799,0.18117649
0.7669939768,0.20785815
0.7680166355,0.23223346
0.7690406576,0.23670552
0.7700660452,0.24122185
0.7710927999,0.2437274
0.7721209236,0.24430642
0.7731504182,0.24464119
0.7741812854,0.24496447
0.7752135271,0.24510284
0.7762471452,0.24511011
0.7772821414,0.24508375
0.7783185176,0.2449792
0.7793562756,0.24483349
0.7803954173,0.24480159
0.7814359445,0.24494653
0.7824778591,0.24487789
0.7835211629,0.24471216
0.7845658578,0.24352616
0.7856119456,0.24365826
0.7866594282,0.23878785
0.7877083074,0.23793966
0.7887585852,0.23628469
0.7898102633,0.23307287
0.7908633437,0.23040282
0.7919178281,0.2330868
0.7929737185,0.23334341
0.7940310168,0.24219228
0.7950897249,0.23940873
0.7961498445,0.22050474
0.7972113776,0.23451189
0.7982743261,0.23533104
0.7993386919,0.23692619
0.8004044768,0.23354566
0.8014716828,0.23132686
0.8025403117,0.229045
0.8036103654,0.23225756
0.8046818459,0.2341441
0.8057547551,0.24000477
0.8068290947,0.23646407
0.8079048669,0.23729342
0.8089820733,0.23404953
0.8100607161,0.23071518
0.8111407971,0.21924522
0.8122223181,0.21666414
0.8133052812,0.19853558
0.8143896883,0.20230875
0.8154755412,0.19248498
0.8165628419,0.18918805
0.8176515924,0.17993868
0.8187417945,0.19587468
0.8198334502,0.18863516
0.8209265615,0.21957862
0.8220211302,0.21363274
0.8231171584,0.1663627
0.8242146479,0.20619733
0.8253136008,0.22552148
0.8264140189,0.218268
0.8275159043,0.19999238
0.8286192588,0.2054591
0.8297240845,0.21766434
0.8308303833,0.21934073
0.8319381571,0.20616349
0.833047408,0.21906156
0.8341581379,0.22264796
0.8352703487,0.22437796
0.8363840425,0.23124254
0.8374992213,0.22575453
0.8386158869,0.22978013
0.8397340414,0.23608096
0.8408536868,0.23223902
0.841974825,0.23650096
0.8430974581,0.23895044
0.8442215881,0.23836739
0.8453472169,0.24262345
0.8464743465,0.24266627
0.847602979,0.24218417
0.8487331163,0.24152348
0.8498647604,0.24181186
0.8509979134,0.2376869
0.8521325773,0.24036379
0.8532687541,0.24173342
0.8544064458,0.24088661
0.8555456544,0.24140831
0.8566863819,0.24321921
0.8578286304,0.24294825
0.8589724019,0.24260792
0.8601176984,0.24404866
0.861264522,0.24387304
0.8624128747,0.24382929
0.8635627586,0.24416918
0.8647141756,0.24420795
0.8658671278,0.24416454
0.8670216173,0.24420546
0.8681776461,0.24417825
0.8693352163,0.24406763
0.87049433,0.24399533
0.8716549891,0.24397227
0.8728171957,0.2439068
0.873980952,0.24374861
0.8751462599,0.24360388
0.8763131216,0.24334971
0.8774815391,0.24349367
0.8786515145,0.24235871
0.8798230498,0.24235282
0.8809961472,0.24149388
0.8821708088,0.24033225
0.8833470365,0.2406083
0.8845248326,0.24197057
0.885704199,0.23538768
0.8868851379,0.24017759
0.8880676514,0.23690328
0.8892517416,0.2413167
0.8904374106,0.23940528
0.8916246605,0.23492393
0.8928134934,0.22479026
0.8940039114,0.21982851
0.8951959166,0.19592723
0.8963895112,0.18624528
0.8975846972,0.19465272
0.8987814768,0.16187525
0.8999798521,0.18657836
0.9011798252,0.18461589
0.9023813983,0.17335159
0.9035845735,0.21707671
0.9047893529,0.21544734
0.9059957387,0.19584291
0.9072037331,0.17328506
0.908413338,0.1807561
0.9096245558,0.18297714
0.9108373886,0.17973743
0.9120518384,0.19061145
0.9132679075,0.1607531
0.9144855981,0.19214464
0.9157049122,0.17078922
0.9169258521,0.18503061
0.9181484199,0.18056968
0.9193726178,0.19037187
0.9205984479,0.20385921
0.9218259125,0.19992824
0.9230550138,0.20185966
0.9242857538,0.18354399
0.9255181348,0.20032774
0.926752159,0.19870292
0.9279878285,0.16705395
0.9292251456,0.15926082
0.9304641125,0.14771427
0.9317047313,0.12387223
0.9329470043,0.12191537
0.9341909336,0.10303556
0.9354365215,0.11391052
0.9366837702,0.11911198
0.9379326819,0.1080839
0.9391832588,0.14780384
0.9404355032,0.13772205
0.9416894172,0.1366493
0.9429450031,0.12119027
0.9442022631,0.11234631
0.9454611994,0.12723566
0.9467218143,0.1241382
0.9479841101,0.12215298
0.9492480889,0.13458653
0.950513753,0.13804118
0.9517811047,0.12718919
0.9530501462,0.13969249
0.9543208797,0.13080429
0.9555933075,0.13067446
0.9568674319,0.13220228
0.9581432552,0.15421579
0.9594207795,0.13334301
0.9607000072,0.14519136
0.9619809406,0.14504484
0.9632635818,0.17579892
0.9645479333,0.15505713
0.9658339972,0.1648204
0.9671217758,0.17444752
0.9684112715,0.18951294
0.9697024866,0.19664475
0.9709954232,0.2045825
0.9722900838,0.18889723
0.9735864706,0.16900883
0.9748845859,0.18318889
0.976184432,0.16836365
0.9774860112,0.19992867
0.9787893259,0.19415764
0.9800943783,0.18584812
0.9814011708,0.20670474
0.9827097057,0.20429129
0.9840199853,0.21385193
0.985332012,0.21451734
0.986645788,0.22218969
0.9879613157,0.2241775
0.9892785975,0.22644207
0.9905976356,0.22506226
0.9919184325,0.229019
0.9932409904,0.22576756
0.9945653117,0.23153831
0.9958913988,0.23102258
0.997219254,0.23160958
0.9985488796,0.23105732
0.9998802781,0.22902716
1.001213452,0.23044013
1.002548403,0.22682239
1.003885134,0.22780211
1.005223648,0.22905578
1.006563946,0.23139399
1.007906031,0.22879346
1.009249906,0.22336728
1.010595573,0.23053202
1.011943033,0.2293481
1.013292291,0.23208042
1.014643347,0.2313888
1.015996205,0.23257645
1.017350866,0.23101701
1.018707334,0.2323852
1.020065611,0.23159108
1.021425698,0.23020142
1.022787599,0.23145699
1.024151316,0.23020552
1.025516851,0.23199911
1.026884207,0.2315163
1.028253386,0.23134551
1.02962439,0.2327658
1.030997223,0.23252783
1.032371886,0.23379439
1.033748382,0.2337271
1.035126713,0.23400228
1.036506882,0.23398538
1.037888891,0.23404088
1.039272743,0.23408873
1.04065844,0.23414975
1.042045984,0.2329105
1.043435379,0.23277566
1.044826626,0.23260596
1.046219728,0.23245518
1.047614688,0.23223134
1.049011508,0.23165852
1.05041019,0.23163598
1.051810736,0.23119847
1.053213151,0.23097869
1.054617435,0.23086849
1.056023592,0.23048523
1.057431623,0.23000465
1.058841532,0.22924548
1.060253321,0.2289786
1.061666992,0.22850245
1.063082548,0.22723382
1.064499991,0.22595997
1.065919324,0.22724568
1.06734055,0.22612285
1.068763671,0.22655076
1.070188689,0.22698107
1.071615607,0.2269466
1.073044428,0.2285847
1.074475154,0.2219625
1.075907788,0.2286367
1.077342331,0.22003886
1.078778788,0.23045555
1.080217159,0.21930238
1.081657449,0.22368077
1.083099659,0.21667686
1.084543792,0.22396352
1.08598985,0.20570081
1.087437837,0.22030385
1.088887754,0.21636125
1.090339604,0.21065006
1.09179339,0.22692857
1.093249115,0.20802524
1.09470678,0.20213512
1.096166389,0.19843508
1.097627945,0.18916299
1.099091448,0.18059061
1.100556904,0.18290153
1.102024313,0.17661586
1.103493679,0.19067252
1.104965004,0.18612775
1.10643829,0.17091138
1.107913541,0.1589895
1.109390759,0.17183591
1.110869947,0.15408931
1.112351107,0.15856966
1.113834242,0.14125227
1.115319354,0.12574907
1.116806447,0.10756632
1.118295522,0.12395696
1.119786583,0.10795198
1.121279631,0.11164857
1.122774671,0.10706342
1.124271704,0.117966
1.125770733,0.09647372
1.12727176,0.10740156
1.128774789,0.10521701
1.130279822,0.11770648
1.131786862,0.12991228
1.133295911,0.10456993
1.134806972,0.086775586
1.136320048,0.11524326
1.137835142,0.12351687
1.139352255,0.13031839
1.140871392,0.12000274
1.142392554,0.12768936
1.143915744,0.10777401
1.145440965,0.10752802
1.146968219,0.10217528
1.14849751,0.12620347
1.15002884,0.11802992
1.151562212,0.12026619
1.153097628,0.12481009
1.154635092,0.12974394
1.156174605,0.13754591
1.157716171,0.1441921
1.159259793,0.14349971
1.160805473,0.15115432
1.162353213,0.17189561
1.163903018,0.17090731
1.165454888,0.1519287
1.167008828,0.16940666
1.16856484,0.17655091
1.170122926,0.1751602
1.17168309,0.17829565
1.173245334,0.17199594
1.174809662,0.17170852
1.176376074,0.19864375
1.177944576,0.16400248
1.179515169,0.17724445
1.181087855,0.16765629
1.182662639,0.17554301
1.184239523,0.16237474
1.185818509,0.18602095
1.1873996,0.16115364
1.1889828,0.18001628
1.19056811,0.17442455
1.192155534,0.19116137
1.193745075,0.18860872
1.195336735,0.17752472
1.196930517,0.18790929
1.198526425,0.16051532
1.20012446,0.17807437
1.201724626,0.18154132
1.203326925,0.1535721
1.204931361,0.1854472
1.206537936,0.18362882
1.208146654,0.18511821
1.209757516,0.1885752
1.211370526,0.17372691
1.212985687,0.19263171
1.214603001,0.17800317
1.216222471,0.18339115
1.217844101,0.19362639
1.219467894,0.1882592
1.221093851,0.18810808
1.222721976,0.19317469
1.224352272,0.19240071
1.225984742,0.1962554
1.227619388,0.19460999
1.229256214,0.19431272
1.230895222,0.19940548
1.232536416,0.19503902
1.234179798,0.20088389
1.235825371,0.201337
1.237473138,0.20118855
1.239123102,0.20211595
1.240775266,0.19999729
1.242429633,0.20143376
1.244086206,0.20014577
1.245744988,0.20027609
1.247405981,0.19903619
1.249069189,0.19786042
1.250734614,0.19678539
1.252402261,0.19557927
1.25407213,0.19312533
1.255744226,0.19181883
1.257418552,0.18997021
1.25909511,0.18542837
1.260773904,0.17927862
1.262454936,0.17386286
1.264138209,0.16784406
1.265823726,0.17002097
1.267511491,0.17465201
1.269201507,0.13985898
1.270893775,0.17927993
1.2725883,0.18020481
1.274285085,0.18183242
1.275984132,0.18603143
1.277685444,0.18909663
1.279389024,0.1891806
1.281094876,0.19499342
1.282803003,0.19607341
1.284513407,0.1942072
1.286226091,0.19617405
1.28794106,0.19068494
1.289658314,0.19133627
1.291377859,0.18675236
1.293099696,0.19243724
1.294823829,0.18993744
1.296550261,0.18178475
1.298278994,0.19246304
1.300010033,0.17518801
1.30174338,0.18423802
1.303479037,0.16348994
1.305217009,0.17984246
1.306957299,0.16634624
1.308699909,0.17543859
1.310444842,0.15181872
1.312192102,0.16371506
1.313941691,0.14616709
1.315693613,0.15822359
1.317447871,0.16879775
1.319204469,0.14767298
1.320963408,0.14484358
1.322724692,0.1327458
1.324488325,0.15368531
1.32625431,0.14854646
1.328022649,0.12893698
1.329793346,0.12970536
1.331566404,0.11172638
1.333341825,0.1133465
1.335119614,0.12602708
1.336899774,0.11680143
1.338682307,0.12025003
1.340467217,0.11708126
1.342254506,0.12317011
1.344044179,0.10067615
1.345836238,0.10291195
1.347630686,0.091489595
1.349427527,0.10009729
1.351226764,0.087348311
1.3530284,0.081460868
1.354832437,0.072969777
1.356638881,0.073865414
1.358447733,0.073814582
1.360258996,0.062432749
1.362072675,0.047410587
1.363888772,0.064766497
1.36570729,0.069382082
1.367528233,0.054456919
1.369351604,0.061982286
1.371177406,0.061159936
1.373005643,0.068798236
1.374836317,0.076311273
1.376669432,0.066944652
1.378504991,0.061831544
1.380342998,0.049151831
1.382183455,0.043757125
1.384026367,0.065688269
1.385871735,0.069438163
1.387719564,0.056989696
1.389569857,0.080640021
1.391422617,0.079479984
1.393277847,0.078181788
1.395135551,0.052859265
1.396995731,0.074983404
1.398858392,0.075538788
1.400723537,0.054704736
1.402591168,0.083015114
1.40446129,0.05902792
1.406333905,0.075377368
1.408209017,0.079978177
1.410086629,0.077080108
1.411966744,0.078528501
1.413849367,0.070736097
1.415734499,0.084325362
1.417622145,0.080545679
1.419512308,0.070516986
1.421404991,0.081548384
1.423300198,0.068818506
1.425197931,0.072842198
1.427098195,0.073316492
1.429000993,0.074577039
1.430906327,0.063490838
1.432814202,0.066054941
1.434724621,0.06465076
1.436637588,0.063287684
1.438553104,0.064385867
1.440471175,0.064422725
1.442391803,0.057537129
1.444314992,0.062612968
1.446240746,0.055392648
1.448169067,0.061064284
1.450099959,0.049822732
1.452033425,0.054752272
1.45396947,0.05873686
1.455908096,0.055486363
1.457849307,0.055895696
1.459793106,0.049977956
1.461739497,0.051168343
1.463688483,0.050570555
1.465640067,0.043228693
1.467594254,0.043495459
1.469551046,0.040929105
1.471510448,0.038201012
1.473472462,0.040873099
1.475437092,0.040883618
1.477404341,0.035446636
1.479374214,0.036408865
1.481346713,0.035606442
1.483321841,0.041097011
1.485299604,0.037334727
1.487280003,0.034541002
1.489263043,0.040274857
1.491248727,0.041089657
1.493237059,0.048793427
1.495228042,0.043820212
1.497221679,0.050244789
1.499217975,0.051935034
1.501216932,0.057966388
1.503218555,0.046204864
1.505222846,0.057419786
1.50722981,0.06781225
1.50923945,0.063845997
1.511251769,0.069684817
1.513266771,0.059193248
1.51528446,0.072622907
1.51730484,0.066819241
1.519327913,0.0681162
1.521353683,0.076047175
1.523382155,0.079100294
1.525413331,0.073237142
1.527447215,0.077961631
1.529483812,0.077422854
1.531523124,0.080018458
1.533565154,0.082330917
1.535609908,0.081425178
1.537657388,0.08464711
1.539707598,0.085100053
1.541760541,0.084364931
1.543816222,0.084644218
1.545874643,0.087596622
1.54793581,0.089737951
1.549999724,0.090312432
1.55206639,0.090087419
1.554135812,0.091627674
1.556207993,0.09334963
1.558282937,0.093698107
1.560360648,0.094231319
1.562441129,0.093881211
1.564524384,0.09545341
